,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_sac_fly,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,name,mlb_id,babip
71,643396,2020,25,211,228,59,49,4,3,3,32,14,14.0,6.1,0.28,0.37,0.32899999999999996,0.6990000000000001,1,0.26,0.34,0.307,0.294,0.312,0.08,87.2,0.8,2.2,Isiah Kiner-Falefa,643396,0.3163841807909605
72,646240,2020,24,232,248,61,33,16,1,11,67,13,27.0,5.2,0.263,0.483,0.31,0.7929999999999999,0,0.255,0.45799999999999996,0.337,0.327,0.303,0.204,93.0,10.6,12.1,Rafael Devers,646240,0.3246753246753247
73,657077,2020,24,201,221,62,40,16,0,6,45,17,20.4,7.7,0.308,0.478,0.36700000000000005,0.8440000000000001,1,0.23800000000000002,0.369,0.36200000000000004,0.298,0.305,0.131,87.0,5.9,6.4,Alex Verdugo,657077,0.3708609271523179
74,660162,2020,25,200,231,45,28,8,3,6,72,28,31.2,12.1,0.225,0.385,0.32,0.705,2,0.20600000000000002,0.33399999999999996,0.309,0.28800000000000003,0.305,0.128,87.8,13.9,6.2,Yoan Moncada,660162,0.31451612903225806
75,663757,2020,24,215,252,54,33,8,3,10,64,31,25.4,12.3,0.251,0.456,0.349,0.805,1,0.264,0.48,0.349,0.36700000000000005,0.364,0.215,88.3,13.5,11.1,Trent Grisham,663757,0.30985915492957744
76,665742,2020,22,154,196,54,27,14,0,13,28,41,14.3,20.9,0.35100000000000003,0.695,0.49,1.185,0,0.332,0.695,0.478,0.474,0.475,0.363,92.1,4.3,18.3,Juan Soto,665742,0.36283185840707965
77,443558,2020,40,185,214,56,34,6,0,16,58,25,27.1,11.7,0.303,0.595,0.397,0.992,0,0.265,0.535,0.41100000000000003,0.377,0.365,0.27,91.6,9.4,15.0,Nelson Cruz,443558,0.36036036036036034
78,453568,2020,34,221,247,67,48,12,1,6,44,19,17.8,7.7,0.303,0.44799999999999995,0.35600000000000004,0.804,5,0.27399999999999997,0.419,0.34,0.32799999999999996,0.337,0.145,86.9,13.5,4.9,Charlie Blackmon,453568,0.3465909090909091
79,456781,2020,33,190,203,62,43,15,1,3,39,10,19.2,4.9,0.326,0.46299999999999997,0.365,0.828,1,0.28,0.418,0.35700000000000004,0.321,0.321,0.139,88.5,15.5,4.6,Donovan Solano,456781,0.3959731543624161
80,457705,2020,34,217,241,55,36,9,0,10,48,22,19.9,9.1,0.253,0.433,0.324,0.757,1,0.273,0.479,0.327,0.355,0.34299999999999997,0.20600000000000002,89.7,18.2,8.2,Andrew McCutchen,457705,0.28125
81,516782,2020,32,228,250,64,43,14,1,6,41,12,16.4,4.8,0.281,0.43,0.34,0.77,1,0.262,0.414,0.33299999999999996,0.322,0.32299999999999995,0.153,87.1,6.5,6.4,Starling Marte,516782,0.31868131868131866
82,519203,2020,31,203,243,45,28,6,0,11,38,28,15.6,11.5,0.222,0.414,0.342,0.755,2,0.265,0.41100000000000003,0.326,0.353,0.381,0.146,87.7,16.7,7.8,Anthony Rizzo,519203,0.21794871794871795
83,543685,2020,30,189,232,54,33,11,1,9,31,38,13.4,16.4,0.28600000000000003,0.49700000000000005,0.418,0.915,0,0.28600000000000003,0.467,0.395,0.38799999999999996,0.418,0.18100000000000002,90.1,19.5,6.3,Anthony Rendon,543685,0.30201342281879195
84,545341,2020,29,216,231,59,38,9,0,12,49,13,21.2,5.6,0.273,0.48100000000000004,0.312,0.7929999999999999,2,0.266,0.46299999999999997,0.337,0.33299999999999996,0.309,0.198,88.9,12.6,11.2,Randal Grichuk,545341,0.29936305732484075
85,547004,2020,26,185,204,41,21,11,0,9,46,17,22.5,8.3,0.222,0.42700000000000005,0.284,0.711,1,0.21100000000000002,0.354,0.303,0.276,0.276,0.14300000000000002,87.9,10.5,8.5,Rio Ruiz,547004,0.24427480916030533
86,571448,2020,29,182,201,46,29,9,0,8,20,15,10.0,7.5,0.253,0.434,0.303,0.738,4,0.23399999999999999,0.38799999999999996,0.308,0.28600000000000003,0.28800000000000003,0.154,87.8,19.1,5.4,Nolan Arenado,571448,0.24050632911392406
87,572122,2020,33,203,248,49,28,12,0,9,33,32,13.3,12.9,0.24100000000000002,0.433,0.355,0.7879999999999999,6,0.252,0.47200000000000003,0.33799999999999997,0.365,0.371,0.22,89.1,17.7,10.2,Kyle Seager,572122,0.23952095808383234
88,572233,2020,29,218,243,59,33,18,1,7,50,19,20.6,7.8,0.271,0.45899999999999996,0.33299999999999996,0.792,3,0.264,0.449,0.341,0.33899999999999997,0.32899999999999996,0.185,90.4,11.5,6.4,Christian Walker,572233,0.3170731707317073
89,592192,2020,31,191,243,47,28,12,2,5,54,37,22.2,15.2,0.24600000000000002,0.408,0.387,0.795,5,0.23800000000000002,0.41100000000000003,0.35100000000000003,0.35600000000000004,0.384,0.17300000000000001,89.7,19.4,7.7,Mark Canha,592192,0.30656934306569344
90,593643,2020,28,219,231,62,44,15,0,3,30,5,13.0,2.2,0.28300000000000003,0.39299999999999996,0.303,0.696,2,0.244,0.316,0.301,0.259,0.26899999999999996,0.07200000000000001,82.3,13.2,1.0,Hanser Alberto,593643,0.31382978723404253
91,596748,2020,28,223,243,62,38,16,0,8,38,16,15.6,6.6,0.278,0.457,0.321,0.778,4,0.254,0.39399999999999996,0.32899999999999996,0.304,0.302,0.14,86.7,8.4,5.8,Maikel Franco,596748,0.2983425414364641
92,598265,2020,30,191,217,54,36,11,0,7,48,23,22.1,10.6,0.28300000000000003,0.45,0.364,0.8140000000000001,1,0.226,0.371,0.35200000000000004,0.305,0.315,0.14400000000000002,88.3,4.4,7.6,Jackie Bradley Jr.,598265,0.34306569343065696
93,607208,2020,27,233,259,78,47,15,4,12,36,22,13.9,8.5,0.335,0.588,0.39399999999999996,0.982,2,0.299,0.509,0.413,0.379,0.365,0.209,90.5,9.5,9.5,Trea Turner,607208,0.35294117647058826
94,608070,2020,28,219,254,64,30,16,1,17,43,31,16.9,12.2,0.292,0.607,0.386,0.993,1,0.263,0.505,0.415,0.37200000000000005,0.361,0.242,88.7,23.2,10.2,Jose Ramirez,608070,0.29375
95,608369,2020,26,212,232,65,37,12,1,15,37,17,15.9,7.3,0.307,0.585,0.358,0.943,2,0.326,0.645,0.39399999999999996,0.42700000000000005,0.376,0.319,93.2,11.9,15.8,Corey Seager,608369,0.30864197530864196
96,621020,2020,26,237,264,65,40,15,0,10,71,22,26.9,8.3,0.27399999999999997,0.46399999999999997,0.345,0.809,1,0.266,0.47200000000000003,0.348,0.35200000000000004,0.34,0.20600000000000002,89.1,14.7,11.4,Dansby Swanson,621020,0.3503184713375796
97,630105,2020,26,172,192,49,27,15,3,4,30,18,15.6,9.4,0.285,0.47700000000000004,0.354,0.831,1,0.321,0.5379999999999999,0.35600000000000004,0.396,0.387,0.217,89.8,10.6,10.5,Jake Cronenworth,630105,0.3237410071942446
98,645302,2020,23,168,189,37,28,5,1,3,53,9,28.0,4.8,0.22,0.315,0.29100000000000004,0.606,2,0.205,0.28,0.273,0.262,0.284,0.075,82.2,19.0,1.7,Victor Robles,645302,0.2982456140350877
99,650391,2020,24,213,226,63,35,14,0,14,56,12,24.8,5.3,0.29600000000000004,0.5589999999999999,0.332,0.8909999999999999,1,0.282,0.5429999999999999,0.373,0.368,0.321,0.261,92.4,5.7,16.5,Eloy Jimenez,650391,0.3402777777777778
100,657108,2020,24,182,202,32,17,7,0,8,84,18,41.6,8.9,0.17600000000000002,0.34600000000000003,0.252,0.599,1,0.18899999999999997,0.384,0.261,0.29,0.26899999999999996,0.19399999999999998,91.7,13.7,14.1,Evan White,657108,0.26373626373626374
101,657656,2020,26,183,222,39,24,8,1,6,58,24,26.1,10.8,0.213,0.366,0.33799999999999997,0.7040000000000001,3,0.235,0.408,0.315,0.342,0.35700000000000004,0.17300000000000001,87.7,12.3,9.4,Ramon Laureano,657656,0.27049180327868855
102,663586,2020,23,188,206,45,29,7,1,8,49,16,23.8,7.8,0.239,0.415,0.301,0.716,1,0.257,0.461,0.307,0.33299999999999996,0.317,0.204,91.0,13.6,10.0,Austin Riley,663586,0.2803030303030303
103,664040,2020,26,193,224,52,27,9,2,14,58,25,25.9,11.2,0.26899999999999996,0.5539999999999999,0.36200000000000004,0.9159999999999999,2,0.26,0.547,0.385,0.382,0.354,0.28800000000000003,89.8,18.1,17.5,Brandon Lowe,664040,0.3089430894308943
104,668804,2020,25,185,208,35,20,6,2,7,57,21,27.4,10.1,0.18899999999999997,0.35700000000000004,0.27399999999999997,0.631,0,0.22699999999999998,0.39899999999999997,0.278,0.312,0.31,0.172,87.5,10.2,10.2,Bryan Reynolds,668804,0.23140495867768596
105,669242,2020,25,204,227,51,38,7,1,5,48,16,21.1,7.0,0.25,0.368,0.317,0.685,2,0.265,0.366,0.302,0.313,0.33299999999999996,0.10099999999999999,86.5,8.2,3.8,Tommy Edman,669242,0.3006535947712418
106,669256,2020,25,209,233,56,44,10,0,2,42,18,18.0,7.7,0.268,0.344,0.326,0.6709999999999999,4,0.264,0.38799999999999996,0.297,0.318,0.326,0.124,89.9,9.4,4.7,Nick Solak,669256,0.31952662721893493
107,408234,2020,37,204,231,51,37,4,0,10,51,24,22.1,10.4,0.25,0.41700000000000004,0.32899999999999996,0.746,2,0.285,0.514,0.32299999999999995,0.375,0.363,0.228,93.2,12.1,9.7,Miguel Cabrera,408234,0.2827586206896552
108,446334,2020,35,193,209,49,31,10,1,7,39,11,18.7,5.3,0.254,0.425,0.297,0.722,3,0.28,0.521,0.308,0.36200000000000004,0.327,0.24100000000000002,91.7,10.7,11.5,Evan Longoria,446334,0.28
109,502110,2020,33,211,237,45,22,16,0,7,59,22,24.9,9.3,0.213,0.389,0.29100000000000004,0.68,2,0.228,0.441,0.293,0.319,0.305,0.213,89.5,14.7,11.0,J.D. Martinez,502110,0.2585034013605442
110,502210,2020,33,188,210,46,30,11,1,4,42,20,20.0,9.5,0.245,0.37799999999999995,0.314,0.6920000000000001,1,0.245,0.358,0.304,0.301,0.317,0.113,85.9,19.1,4.8,Josh Reddick,502210,0.2937062937062937
111,502671,2020,33,191,231,58,39,13,0,6,43,37,18.6,16.0,0.304,0.466,0.41600000000000004,0.882,1,0.285,0.509,0.387,0.395,0.40299999999999997,0.22399999999999998,89.2,11.7,10.7,Paul Goldschmidt,502671,0.36363636363636365
112,514888,2020,30,192,210,42,28,9,0,5,39,17,18.6,8.1,0.21899999999999997,0.344,0.28600000000000003,0.629,0,0.22899999999999998,0.34600000000000003,0.278,0.28600000000000003,0.295,0.11800000000000001,86.7,9.3,4.6,Jose Altuve,514888,0.25
113,527038,2020,29,198,213,53,29,11,1,12,36,13,16.9,6.1,0.268,0.515,0.315,0.83,1,0.249,0.434,0.34700000000000003,0.312,0.297,0.185,87.9,19.0,6.1,Wilmer Flores,527038,0.271523178807947
114,541645,2020,29,181,207,43,31,10,0,2,49,20,23.7,9.7,0.23800000000000002,0.326,0.33299999999999996,0.659,0,0.244,0.375,0.299,0.321,0.33899999999999997,0.131,87.4,8.7,3.8,Avisail Garcia,541645,0.3153846153846154
115,542303,2020,30,228,267,77,45,14,0,18,60,38,22.5,14.2,0.33799999999999997,0.636,0.431,1.067,1,0.312,0.633,0.444,0.435,0.41,0.32,93.0,16.4,15.4,Marcell Ozuna,542303,0.39072847682119205
116,543257,2020,31,166,192,40,18,12,2,8,38,21,19.8,10.9,0.24100000000000002,0.48200000000000004,0.344,0.826,0,0.239,0.397,0.35100000000000003,0.326,0.342,0.158,89.0,15.2,5.5,Robbie Grossman,543257,0.26666666666666666
117,543807,2020,31,189,222,50,28,6,2,14,38,24,17.1,10.8,0.265,0.54,0.35600000000000004,0.8959999999999999,2,0.29,0.56,0.379,0.4,0.382,0.26899999999999996,88.7,18.3,12.4,George Springer,543807,0.2589928057553957
118,544369,2020,30,215,237,61,39,10,2,10,28,15,11.8,6.3,0.284,0.488,0.33799999999999997,0.826,2,0.262,0.39399999999999996,0.348,0.31,0.321,0.132,83.8,17.8,4.2,Didi Gregorius,544369,0.2849162011173184
119,547989,2020,33,240,262,76,42,15,0,19,59,18,22.5,6.9,0.317,0.617,0.37,0.987,1,0.299,0.5870000000000001,0.41100000000000003,0.39799999999999996,0.35700000000000004,0.28800000000000003,92.9,10.9,14.3,Jose Abreu,547989,0.3496932515337423
120,553993,2020,29,198,231,40,17,8,0,15,67,30,29.0,13.0,0.20199999999999999,0.47,0.312,0.7809999999999999,1,0.21600000000000003,0.47200000000000003,0.332,0.341,0.325,0.255,89.1,17.9,14.4,Eugenio Suarez,553993,0.21367521367521367
121,570481,2020,29,181,193,41,24,13,1,3,51,8,26.4,4.1,0.22699999999999998,0.359,0.254,0.613,3,0.23600000000000002,0.39399999999999996,0.262,0.292,0.27399999999999997,0.157,88.5,5.5,6.7,Erik Gonzalez,570481,0.2923076923076923
122,572228,2020,29,213,234,59,32,5,0,22,54,17,23.1,7.3,0.27699999999999997,0.61,0.33799999999999997,0.948,1,0.27899999999999997,0.584,0.39299999999999996,0.38799999999999996,0.34,0.305,88.9,15.2,13.1,Luke Voit,572228,0.26811594202898553
123,575929,2020,28,189,225,46,29,10,0,7,57,20,25.3,8.9,0.243,0.40700000000000003,0.35600000000000004,0.763,2,0.249,0.44,0.33899999999999997,0.35600000000000004,0.361,0.192,89.8,9.1,10.4,Willson Contreras,575929,0.30708661417322836
124,592518,2020,28,224,254,68,39,12,1,16,37,26,14.6,10.2,0.304,0.58,0.37,0.95,4,0.302,0.536,0.391,0.384,0.374,0.23399999999999999,90.2,15.6,11.0,Manny Machado,592518,0.29714285714285715
125,593428,2020,28,203,225,61,42,8,0,11,41,21,18.2,9.3,0.3,0.502,0.364,0.867,1,0.257,0.46799999999999997,0.368,0.33899999999999997,0.325,0.21100000000000002,89.0,8.7,8.6,Xander Bogaerts,593428,0.32894736842105265
126,595777,2020,27,180,202,50,37,6,0,7,28,15,13.9,7.4,0.278,0.428,0.342,0.769,2,0.27899999999999997,0.406,0.335,0.33399999999999996,0.34700000000000003,0.127,87.2,11.0,3.2,Jurickson Profar,595777,0.2925170068027211
127,596146,2020,27,171,196,39,21,9,0,9,36,22,18.4,11.2,0.228,0.439,0.321,0.76,1,0.256,0.42200000000000004,0.332,0.342,0.34700000000000003,0.166,88.5,21.9,5.1,Max Kepler,596146,0.23622047244094488
128,600869,2020,27,185,206,55,34,11,3,7,49,20,23.8,9.7,0.297,0.503,0.369,0.872,0,0.275,0.466,0.373,0.353,0.349,0.191,90.2,13.3,10.3,Jeimer Candelario,600869,0.37209302325581395
129,606132,2020,26,184,206,59,48,8,2,1,38,14,18.4,6.8,0.321,0.402,0.364,0.7659999999999999,3,0.251,0.331,0.33799999999999997,0.29,0.31,0.08,85.3,1.8,2.0,Raimel Tapia,606132,0.3918918918918919
130,607680,2020,31,208,223,60,39,12,3,6,41,13,18.4,5.8,0.28800000000000003,0.462,0.336,0.7979999999999999,0,0.268,0.42700000000000005,0.341,0.32299999999999995,0.317,0.159,87.1,13.4,5.4,Kevin Pillar,607680,0.33540372670807456
131,609275,2020,25,219,233,56,36,11,3,6,70,11,30.0,4.7,0.256,0.41600000000000004,0.292,0.7070000000000001,0,0.213,0.353,0.305,0.266,0.254,0.14,90.6,13.7,7.3,Adalberto Mondesi,609275,0.34965034965034963
132,621043,2020,26,201,221,53,39,9,0,5,49,16,22.2,7.2,0.264,0.38299999999999995,0.326,0.7090000000000001,1,0.254,0.401,0.309,0.314,0.319,0.147,88.6,11.4,5.9,Carlos Correa,621043,0.32432432432432434
133,621566,2020,26,210,245,41,22,4,1,14,77,34,31.4,13.9,0.195,0.424,0.31,0.7340000000000001,0,0.221,0.447,0.316,0.336,0.332,0.226,92.3,19.6,12.8,Matt Olson,621566,0.226890756302521
134,622682,2020,26,202,213,56,43,7,2,4,45,9,21.1,4.2,0.27699999999999997,0.391,0.315,0.706,0,0.28600000000000003,0.428,0.31,0.331,0.32299999999999995,0.142,90.0,10.7,3.8,Victor Reyes,622682,0.33986928104575165
135,624415,2020,25,220,265,55,31,16,0,8,61,41,23.0,15.5,0.25,0.43200000000000005,0.374,0.805,0,0.214,0.34299999999999997,0.355,0.315,0.345,0.129,87.4,16.7,5.0,Cavan Biggio,624415,0.31125827814569534
136,624424,2020,27,202,233,65,44,12,0,9,57,24,24.5,10.3,0.322,0.515,0.41200000000000003,0.927,0,0.284,0.478,0.401,0.375,0.379,0.19399999999999998,88.4,11.0,11.0,Michael Conforto,624424,0.4117647058823529
137,641355,2020,25,213,243,51,29,10,0,12,42,30,17.3,12.3,0.239,0.455,0.33299999999999996,0.789,0,0.28,0.48700000000000004,0.34,0.37200000000000005,0.369,0.207,89.3,16.6,9.4,Cody Bellinger,641355,0.24528301886792453
138,663656,2020,23,209,228,56,29,12,6,9,46,18,20.2,7.9,0.268,0.512,0.325,0.8370000000000001,1,0.265,0.45299999999999996,0.349,0.331,0.322,0.188,91.1,14.9,9.1,Kyle Tucker,663656,0.3032258064516129
139,664023,2020,26,198,231,51,27,11,1,12,63,30,27.3,13.0,0.258,0.505,0.359,0.8640000000000001,0,0.258,0.462,0.369,0.358,0.361,0.204,91.1,9.0,10.3,Ian Happ,664023,0.3170731707317073
140,665487,2020,21,224,257,62,32,11,2,17,61,27,23.7,10.5,0.27699999999999997,0.5710000000000001,0.366,0.937,1,0.29600000000000004,0.608,0.392,0.419,0.385,0.312,95.9,8.7,19.5,Fernando Tatis Jr.,665487,0.30612244897959184
141,665489,2020,21,221,243,58,34,13,2,9,38,20,15.6,8.2,0.262,0.462,0.32899999999999996,0.7909999999999999,0,0.26,0.43700000000000006,0.33799999999999997,0.331,0.327,0.177,92.5,4.6,8.7,Vladimir Guerrero Jr.,665489,0.28160919540229884
